1299194047	20250414	202504	2025	2025.2849											CANCVL	CANADA	CAN					CVL			1	112	112	11	3	-2.0	6	1	6	-5.3921568627451	0								4	Lake Erie, Canada (general), Canada	CA	CA00		42	-81	-564290	4	Lake Erie, Canada (general), Canada	CA	CA00		42	-81	-564290	20260414200000	https://www.stcatharinesstandard.ca/news/ontario/teen-charged-in-crash-that-killed-16-year-old-in-lake-erie-community-last-year/article_ea4aa87c-f267-5e26-9660-156c290bc15b.html
1299194048	20250414	202504	2025	2025.2849											CVL	COMMUNITY						CVL			1	112	112	11	3	-2.0	2	1	2	-5.3921568627451	0								4	Lake Erie, Canada (general), Canada	CA	CA00		42	-81	-564290	4	Lake Erie, Canada (general), Canada	CA	CA00		42	-81	-564290	20260414200000	https://www.stcatharinesstandard.ca/news/ontario/teen-charged-in-crash-that-killed-16-year-old-in-lake-erie-community-last-year/article_ea4aa87c-f267-5e26-9660-156c290bc15b.html
1299194049	20250414	202504	2025	2025.2849	ALB	ALBANIA	ALB																		1	180	180	18	4	-9.0	4	1	4	-5.94594594594595	1	Albania	AL	AL		41	20	AL	0								1	Albania	AL	AL		41	20	AL	20260414200000	https://www.offalyexpress.ie/news/home/2061724/albanian-car-wash-operator-admits-assault-at-offaly-leisure-centre.html
1299194050	20250414	202504	2025	2025.2849	AUS	VICTORIA	AUS								COP	POLICE						COP			0	112	112	11	3	-2.0	8	1	8	-7.42115027829313	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20260414200000	https://cheknews.ca/second-suspect-in-dark-web-trafficking-investigation-still-missing-in-victoria-rcmp-1318560/
1299194051	20250414	202504	2025	2025.2849	AUS	VICTORIA	AUS								COP	POLICE						COP			0	112	112	11	3	-2.0	2	1	2	-7.42115027829313	4	Rockland, Ontario, Canada	CA	CA08	12677	45.5333	-75.2833	-572393	4	Rockland, Ontario, Canada	CA	CA08	12677	45.5333	-75.2833	-572393	4	Rockland, Ontario, Canada	CA	CA08	12677	45.5333	-75.2833	-572393	20260414200000	https://cheknews.ca/second-suspect-in-dark-web-trafficking-investigation-still-missing-in-victoria-rcmp-1318560/
1299194052	20250414	202504	2025	2025.2849	CHN	CHINESE	CHN																		0	042	042	04	1	1.9	3	1	3	-4.90874764002517	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260414200000	https://www.newsweek.com/trumps-iran-blockade-risks-us-china-standoff-11826176
1299194053	20250414	202504	2025	2025.2849	CHN	CHINA	CHN								IRN	IRAN	IRN								0	043	043	04	1	2.8	2	1	2	-4.90874764002517	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260414200000	https://www.newsweek.com/trumps-iran-blockade-risks-us-china-standoff-11826176
1299194054	20250414	202504	2025	2025.2849	CHN	CHINA	CHN								IRN	IRAN	IRN								0	043	043	04	1	2.8	2	1	2	-4.90874764002517	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20260414200000	https://www.newsweek.com/trumps-iran-blockade-risks-us-china-standoff-11826176
1299194055	20250414	202504	2025	2025.2849	GOV	PRESIDENT						GOV			MED	NEWSPAPER						MED			1	013	013	01	1	0.4	6	1	6	2.77296360485268	3	Dayton, Ohio, United States	US	USOH	OH113	39.7589	-84.1916	1064514	3	Dayton, Ohio, United States	US	USOH	OH113	39.7589	-84.1916	1064514	3	Dayton, Ohio, United States	US	USOH	OH113	39.7589	-84.1916	1064514	20260414200000	https://www.daytondailynews.com/community/dayton/war-for-talent-is-real-what-you-missed-from-business-leaders-at-annual-dayton-chamber/article_aeaf3e1d-cd3b-4d6a-9c53-8e9721837904.html
1299194056	20250414	202504	2025	2025.2849	IRN	IRAN	IRN								CHN	CHINESE	CHN								0	042	042	04	1	1.9	1	1	1	-4.90874764002517	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20260414200000	https://www.newsweek.com/trumps-iran-blockade-risks-us-china-standoff-11826176
